label,title,text
2,,I wasn't planning on watching wasted when I saw the MTV preview but since I had nothing better to do or watch on a Sunday night I watched it. Wasted was no Requiem for a Dream but it was a very good movie considering it was made by MTV. One thing that drew me to watching it was Summer Pheonix the sister of the late and wonderful River Pheonix stared. I suppose talent runs in the Pheonix family because she was good and so is Jaquien though niether are River. Nick Stahl also gives a great preformance as a junky jock. There isn't much else to say about wasted. It was a dark depressing and insightful look into the lives of three small town junkies. I recomend it to those who like the subject. 8/10
2,,"Rose and the good Doctor find themselves in a space station that is on a planet that's quite impossibly hovering in orbit right below a black hole. The crew of the station is just as perplexed at that as the two new inhabitants are. Suitably spooky in it's atmosphere and gets better as the Doctor and Rose find themselves stranded due to circumstances out of their control and speaking through the submissive alien race of the Ood, something quite dark is coming from below the crust of the planet. Not haven seen the second part of this two-parter I can't vouch that the end is as strong yet. But it does make for one hell of a beginning. My Grade: A"
2,,"As I said in my comment about the first part: These two movies are better than most Science Fiction Fans confess. The scenario in the second movie is not that moving as we don't see the destruction of human civilization, but the aftermath, thousands of refugees fleeing in tiny space cans, protected by only one powerful spaceship. But when Battlestar Pegasus appears, the story heats up, carrying the battle back to the Cylon Planets. Okay, it has a little bit of Mad Max because all they fight for is fuel for their spaceships to travel on to find the distant Earth, but it works for me. It is thrilling Science Fiction entertainment featuring fine actors and decent special effects (even though those tend to repeat themselves, to say the least :-) ). I would have loved a continuation with Starbuck and Apollo on board. Instead, we got a second sequel with no name characters who proved that the story had worked before especially because the feature characters were so well-chosen... So thumbs down for the productions of 1980, but thumbs up for the two movies from 1978."
2,,"Hardcastle and McCormick is an excellent TV show. Yes, it is predictable much like The Dukes of Hazzard, Hunter, The A-Team, etc etc etc. This show is just good clean television. The relationship between Hardcastle and McCormick is quite amusing. They often take jabs at each other several times an episode, which adds a great deal of humor to the show. It contains several car chases in almost every episode, but, who doesn't enjoy a good car chase? Especially with the Coyote! I only wish they made clean television like this today I highly recommend this!"
1,,"I just saw this early this morning on the Fox channel quite by accident (my dog woke me up) - I had seen it years ago and thought I remembered it fairly well. As a kid, I had enjoyed it. But now? As another poster commented, several of the reels were out of order, and while it was disorienting at first, and bizarre, it seemed to fit the production - what was just awful became surreal and amusing. Musical numbers for what I think was the ""big"" fundraiser show(""you're in show business, I'm in show business, most of the kids are in show business, let's put on a show"")come out of nowhere BEFORE all the talk about putting on a show, and then fade without applause to totally unrelated ""straight"" scenes. The leading man's girlfriend shows up, spits out lines and lines of dialogue, then disappears. I was half awake, and loved every insane minute of it."
2,,"Since their nasty divorce from the Disney Company (with Disney keeping the Miramax brand) the Weinstein Company seems to specialize in above average movies which are then under-promoted and seen by few. THE FLOCK is a prime example. A story about the civil servants who have the nasty job of keeping track of registered sex offenders, this picture will tell you more about sex criminals than an entire season of Law and Order - SVU. Richard Gere gives his best-ever performance as the soft-spoken agent worn-out by the task. Claire Danes for once has the opportunity to get into a solid role (instead of the junk she normally gets stuck in) and she makes the most of playing the novice. The cinematography, pacing, editing, all of it is first rate --- and I saw no trace of the attention-deficit-disorder camera jump-around or excess camera cuts that others complained about. The subject is handled with restraint, but it's still a tough subject and might make you sick. Fifty years ago there was almost no problem with the kinds of sex crimes herein shown in abundance which will shock even the jaded. Then came the Supreme Court decisions which simultaneously tied police hands as the ""rights"" of sex perverts were opened up and America was turned into a shopper's paradise for sexual perversity, both willing and unwilling. Each such step was met with praise by Liberals, who celebrated the Warren Court's ill deeds with glossy covers on Time and Newsweek. Everyday liberals also praised the Court's action and mocked those who disagree. In 2007 how many Americans know that the kind of pornography that depicts savage violence and torture of young women -- can be subscribed to, and delivery of it is subsidized by the discount periodicals rate by the US Post Office. Just one part of the problem -- a problem that can tare anyone's family to shreds. Richard Gere is a Liberal, but he gives his best in his performance here. Perhaps in his maturing age he's gained a measure of wisdom."
1,,"Lord, this sucked. There's a particular sort of sexual revolution flick from the 60s that manages to confuse sexual assault with sexual liberation. This film is an example. I lost track of how many times women are slapped, hit, whipped, or spanked in the film. And then there are all the times that women in the film fantasize about being slapped, hit, whipped or spanked (you know they want it, right?). Sometimes it is ostensibly part of safe fetish play-acting. Other times it plainly isn't, but you will wait in vain to see the heroine report to authorities that she has just been raped. Instead we get to hear her being lectured by her rapist about her inability to ""let go"". Every scene of this film reeks of misogyny (speaking as a straight, white, married man in his late 30's, not a teenage lesbian women's studies major with a chip on her shoulder, lest you get the wrong idea). Perhaps the one good thing about this film is that it provides a stark reminder of just how bad things really were for women only a few short decades ago."
2,,"Why take a perfectly good original drama, based on a perfectly good novel, and remake it as a quasi-musical? And cast it with actors exclusively lacking in singing or dancing talent? Somewhat akin to ""Showgirls"" or the two most recent ""Star Wars"" films, ""Lost Horizon"" is full of unintentional laughs. Who can forget Sir John Gielgud smiling uneasily in his Dali Lhama outfit, overseeing an interpretive dance to the Republican party (""Family"")? Or Sally Kellerman warbling lovingly to George Kennedy, doing her best Cher impression as she hops from one rock to another (""Every Little Thing You Do"")? And my favourite, Bobby Van embodying the strength of America's education system (""Question Me An Answer"")? I can't wait for the DVD release, as hopefully it will contain comments by Liv Ullmann, who will finally explain what she was thinking when she agreed to do this film!"
2,,"This movie sat in a dusty stack of videos in my house for ages before we watched it. We knew it was there- every time someone wanted to watch a movie, it was suggested. It almost became a joke... ""I know, let's watch Throw Momma from the Train""... I don't know why it was always turned down, it just was. Little did we know what we were missing out on. It still befalls me why it took us so long...I mean it stars Danny DeVito, Billy Crystal, and Ann Ramsy (who we referred to as ""The Lady from the Goonies""), an all star cast that should have appealed to everyone in my household. But there it sat for nearly ten years. Until one day it was suggested and we could turn it down no longer.... It was like finding King Tut's tomb... No movie has ever made me laugh so hard, and I doubt any movie ever will. I had to rewind for almost every line because I was still laughing at the line that came before it, and lost ability to hear or pay attention. Not just simple laughing, either... the kind of laughing that expends more energy than running ten miles in the cold. The kind of laughing that you cannot control, that causes rolling around and spasms, and tears and snot running down your face because it's just that freakin funny. Once I learned the movie by heart I will say this effect has lessened, but I don't think I will get tired of watching it and finding new quirks in it to appreciate. I think that's all I can say. I would recommend this movie to anyone, but if you don't enjoy it please don't let me know, I will probably be offended."
1,,"While Leon is cute on SNL, he's only on for a minute. Like most SNL skits-to-movies, this one can't fill 90 minutes. It has some cute moments (the ones you've seen in the trailer) but the actors are largely wasted. Tim Meadows does his best but the plot just doesn't have many high points. Will Farrell has a bit part. Farrell may be the funniest man alive... but not in this movie. What a shame."
2,,"So, not being a poet myself, I have no real way to convey the beauty and simplicity of this documentary. The effortless motion of Goldsworthy, as he molds natures beauty into his own work is captivating. Watch him stick reeds together in a web hanging from a tree in a close up for a few minutes while he speaks of his work, and then receive the payoff when the camera cuts to the wide shot. Be amazed by the ease with which he operates and then realize the futility when a slight breeze knocks down the entire web. The genius of Goldsworthy seemingly knows no bounds as his inspiration is nature itself. It is in the essential change of nature where his work, though complete in its own sphere, is made whole."
1,,"Spoilers? Maybe a few details, but nothing too plot related. Not like it would matter with this movie. Air Rage blatantly rips off the mid-air infiltration premise of Executive Decision. Ice-T leads a team of four ""elite"" commandos who wear baggy black shirts that we can only imagine must conceal invisible body armor as their idiotic tactics (similar to what 3rd graders use when playing Star Wars on the playground) lead them to absorb a hail of gunfire. What entertained me the most about this flick was the use of look-alike has-been actors. You'll immediately recognize Cyril O'Reily as someone who once acted in a movie that you really liked, though it was so long ago that you probably won't be able to place it (it was Porky's). Here Cyril plays a decent knock-off of a Bill Paxton character. Most Hilarious is porker Gil Gerard, who's so fat that you will never recognize him as TV's Buck Rogers. Instead of evoking his mildly heroic character past, Gerard gives us a passable performance of the crusty fat tough guy persona, which was clearly imagineered for John Goodman. Finally, Alex Cord gives us a nice hybrid look-alike performance as a Chuck Connors/Kirk Douglas type. In the 10 years since New Jack City, Ice-T's acting has deteriorated remarkably. It's not acting so much as regurgitation of lines that he might have actually memorized. One of the items that plays into this movie is a CD-ROM of classified information. It's being hand carried, and it's apparently and unbelievably not encrypted, despite the security-savvy aura of Gerard's NSA character. What a joke. I'm severely doubting that the information purported to be on the CD would ever even all be assembled into a portable format. Despite being in a closed aircraft without silencers, the gunfire is about as loud as canned air, and causes nary a person to flinch, so apparently no foley budget. The assortment of weapons chosen is pretty funny. The flight attendant's use of a coffee pot is about the most realistic depiction of violence in the film. When she takes intuitively to the mini-Uzi pistol, which has got to be one of the worst pistol designs ever, that's just too stupid. A true elite team would carry MP-5s for this type thing or maybe SOCOMM .45s, or even customized Hi- Powers if they were really old school, or maybe something FN 5.7 if new school... The lame-o standard issue 92Fs are totally unbelievable, having lost most of their cool after Lethal Weapon I. The bad guys, supposedly experienced soldier of fortune types, have an assorted mixture of absurdity, like the aforementioned mini-Uzi pistol and a Tec-9 with the infamous non-functional barrel extender that isn't a silencer. There was one touch of realism on which I would like to correct the other reviewers: The flight attendant and Ice-T did lower the craft to 10,000 feet for ""breathable air"" before they opened the door. And I also got the impression that the flight attendant was NOT able to get the door closed, that she basically just gave up on that point. As far as the landing, there was no mention of flaps until about 2 seconds before touchdown. Sigh. Only the Dukes of Hazard eluding Roscoe P. Coltrane at the ""pass"" could shame this movie for use of stock footage. They obviously chose the incredible (and retired) SR-71 because they couldn't get stock of an F-117. Aside from the fact that they were mothballed already in 2001, let's also forget for a moment that the SR-71 is not a pure stealth aircraft in the sense of the B-2, and that at point blank range... Well, I'm no expert, but I'm having doubts as to whether it would be invisible on Radar. As others have pointed out, the repeated references to ""F-15s"" when they were showing F -16s was laughable. Details of the 747 were pretty stupid. No airline would put that few passengers on a 747 to begin with, not to mention everything else that was idiotic about it. Pay attention to the use of exposed electrical wiring. Wow. What a show. Catch it on Stars or something. Don't pay to rent it, but do watch it for laughs. In contention for worst movie ever, right up there with No Holds Barred, which at least had some originality."
2,,"This is a great documentary and above comments make a brief summary of how great it was so I won't repeat the same compliments. But, Faith akin, being an Turkish oriented guy who probably knows about that country more than an ordinary European, falls into the trap of orientalism that other western artists usually fall. But come on man you are Turkish blooded and your movie could be deeper and could describe what's beyond ""beyoglu-old town"" It's a missed opportunity for Akinfor that reason. Performances by Muzeyyen Senar and Orhan Gencebay are peek of the movie and Ceza (a very talented and bad ass Turkish rapper) makes some trash talk about American gangsta rappers which I totally agree. I will recommend this movie to my American friends."
2,,"While listening to an audio book, Cambpell Scott is the reader. I was so excited to hear his voice and that brought back my disappointment that ""Six Degrees"" was canceled. They never seem to keep the good shows on air long enough to capture an audience that can connect with the shows story. What a shame, and shame on th network for not giving this show a full seasons chance. This was an excellent show to watch with a great cast. The network gave ""Men in Trees"" a second chance witch is also a great show , but they took ""Invasion"" off and that also was something totally different to watch, not the same old-same old themes. Why can't the networks get it right."
2,,"Unlike the many who have posted here, I'm not movie literate. I stumbled across this movie by accident (channel surfing), and couldn't surf away. This is a truly incredible movie, worthy of all the praise the critics and those on this site have heaped on it. The actors are terrific. Tatiana is beautiful and innocent. Her fiancé Boris is sweet and patriotic. You couldn't help but feel Boris' father's exasperation and sorrow as he upbraids his son for such foolishness as volunteering to serve in the great war. Others have summarized the movie so well, so I'll just mention a couple of scenes that moved me the most. When Boris' brother reveals to his family that he has broken trust with his brother and ""has to marry"" Tatiana, Tatiana's twisted mouth shows her revulsion at this betrayal (even though her part in the unfaithfulness might have been through rape). You fear that the rest of the movie might right this wrong by visiting just destruction on Tatiana and the brother, or worse, show Tatiana destroyed by an immoral descent into cigarette smoking decadence. Since this isn't ""French existential cinema"", the latter doesn't happen. Thankfully! Another scene that tears at your heart is when the unnamed ""musician"" soldier who was saved by Boris returns to tell Boris' father of the death of his son. He unwittingly breaks the news to Tatiana. I can't describe the sorrow of this scene... Still,Tatiana finds finds a straw to grab and hope that Boris will yet come home. The musician actually never saw Boris buried, after all. I won't mention more scenes, but do want to observe that the touches of Soviet political correctness didn't detract at all from the film. Boris' brother is revealed as the piano playing anti-soviet slacker that someone who steals his brother's wife-to-be would have to be. No doubt he gets at least a ""tenner"" at the conclusion of the film! The ending, when Tatiana finally learns for certain that Boris is dead, still manages to end with cheerfully and full of hope for the future. You don't even want to imagine the tears and catharsis that must have swept through the theater when survivors of that war, with their own losses in mind, first saw this movie. Incredible. Go see it."
2,,"Clever psychosexual drama about a wounded Union soldier (Clint Eastwood) who seeks refuge in an isolated Confederate school for young women during the Civil War. Slowly, Eastwood begins to seduce every girl in sight, until the tables are turned and he becomes the pursued in an unsettling, gothic-toned finale. Never has a film been so deliciously erotic yet disturbingly macabre at the same time. This is undoubtedly Eastwood's finest hour (those who tune in for ""Dirty Harry"" will indeed be surprised), while the rest of the cast gives uniformly superb performances. Try to see the film on video, as television prints usually delete crucial flashback scenes between Geraldine Page and Patrick Culliton."
2,,"I have seen several comments here about Brando using a Southern accent, some of which felt it was a mistake. When this movie was made, racism and discrimination were very strong in the South. The Jim Crow laws were still in effect. Civil Rights was in it's infancy. Could this have possibly been a subtle social commentary, a Southern man in love with a woman of another race? The same way MASH was a subtle criticism of the Viet Nam war? Any thoughts? Another comment was made about Myoshi Umeki appearing ""cold"". Anyone who has been in Japan would understand. The Japanese people, at least in my experience, did not tend to show emotion in front of strangers. There were strict social rules, especially for men meeting single women. Americans in Japan were totally foreign to this culture, and the blunt attempts to meet women were shocking to the ladies. One trait of the Japanese was to smile when embarrassed or uncomfortable, which many American servicemen took as a sign that their advances were welcomed. Also remember that at the time represented in the movie, Japan had just been defeated, and the occupying forces were treated with reluctant acceptance. I think Myoshi Umeki gave a very credible performance of what her situation would have been. Watching her interaction with the American actors brought back several memories of my own experiences in the country. I was able to meet a pair of lovely young ladies who, after I convinced them I was not the typical American male, taught me their language and their culture during my time in their country."
2,,"DOes anyone know where or how i can get a copy of this film?!! I've been searching for way too long, someone help! Back in 1997 my girlfriends and i were extras on this Long Island based film, and we actually never got to see it. :( i was hoping i could find a copy somehow so i can finally check it out, and share it with the girls! Is there anyone out there who knows where to get a copy of this, so i can stop driving myself crazy? (also, it doesn't matter if its in in VHS format, i'm still in the ice age myself.) If you, or anyone you know, has a copy of this film please help, i would be willing to pay for a good copy of it!"
2,,"I actually quite enjoyed this show. Even as a youngster I was interested in all sports and that included horse racing. It was always going to be difficult to make a series based on racing corruption and at the same time get permission from the race tracks to record filming about this controversial subject. One episode I particularly remember centred around a horse expected to win a big race that looked a bit off colour. A syringe was found on the stable floor and everyone thought it had been drugged but nothing showed up in the blood tests. All too late they realised the horse hadnt been doped but had had its knee cartilage removed. Like running a car with no oil and the engine seizing up, the horse broke down with tragic consequences."
2,,"I had the privilege of attending a regional premiere for this, this is one of the funniest British movies ever, the plot is fantastic, focusing around a young girl, who unwittingly changes into her ideal man at a computer fair, whilst also creating a copy of herself, who falls in love with him, the film is full of jokes, both visual and aural, and has a bright and fresh feel to it, and the acting is of great quality, released in U.K. on July 2nd this film is a must, go see it!!!"
1,,"The pakage implies that Warren Beatty and Goldie Hawn are pulling off a huge bank robbery, but that's not what I got out of it! I didn't get anything! In the first half there's a new character (without introduction) in every other scene. The first half-hour is completely incomprehensible, the rest is just one long, annoying, underlit chase scene. There's always an irritating sound in the background whether it's a loud watch ticking, a blaring siren, a train whistling, or even the horrible score by Quincy Jones. There are a lot of parts that are laughably bad, too. Like, the bad guys chasing Beatty on thin ice with a CAR! Or, the police arriving at the scene roughly fifteen times. I really hated this movie!"
1,,"...for one of the worst Swedish movies ever...forgive me for being dull. First of all i haven't seen the first one (i was bored that's my reason for watching the 2nd before the 1st one), well i hope the first one is better than this, it was filled with weird cut scenes and very strange plot changes, For the people that have seen this and think 4/10 is high (belive me so do i), but it made me laugh a few times, because it was so bizarre so bad and i still laugh thinking of the punk that came up with this idea, what's next ""Det sjunde inseglet II"". Sequels not based on novel or book doesn't turning out great to often, and this is a perfect example of one. OK i'm gonna be honest with you: i did laugh a bit, it got a few decent jokes in it and slapstick humor. But don't buy it, rent it. Just let some other idiot do it or download it. 4/10 This movie will be remembered and the director is probably laughed out already..."
2,,"This was a fantastically funny footie film. Why won't they show it again? Tim Healy was superb, as were all the players. Direction was inspired, and some of the gags were matchless. The sloping pitch had me on the floor. Show it again, ITV, so I can video it!!!"
