label,title,text
2,,"For my money, probably the best film - or at least the most purely cinematic film - director Ford ever made. The dialog is swift, clipped, to the point.l The story starts at the very beginning and only ends with the final credits. Ford uses a relatively small cast, but directs them and photographs them with a verve and a sweep of epic proportions. Grimly realistic, warmly amusing, brilliantly acted (hard to believe Johnsonj couldn't become a leading man after this), with the best photography and editing in any American black-and-white film. Owes an awful lot to Sergei Eisenstein's editing technique, but never as coolly detached or 'scientific' as Eisenstein could frequently get. And a great musical score. A magnificent panorama of an important and poorly understood episode in American history. One little quibble: it's not clear why the film involves the Mormons, who, as far as I know, were never the pacifists the Quakers and Amish were. This confusion leaves a slightly bitter after-taste. However, the rest of the film is such a feast, this is easy to ignore. In all other ways, a true masterpiece of American cinema that needs to be revived and looked at again (and again and again)."
2,,"this was a favorite Christmas Special that I wish that they would release on vhs or dvd , since my 33 RPM got lost,and any cassettes I made are also long gone. I am not even a big John Denver fan but was very impressed with the music , which was mostly traditional favorites with a muppet spin ( esp Little St. Nick ! ) It also contained a few little known songs ( original ? ). Even though it was done at the end of the '70's this show had a timeless feel to it. Hoping to find a copy soon !!!"
1,,"This movie must be in line for the most boring movie in years. Not even woody Harrison can save this movie from sinking to the bottom. The murder in this movie are supposed to be the point of interest in this movie but is not, nothing is of any interest. The cast are not to bad but the script are just plain awful , I just sat in utter amazement during this movie, thinking how on earth can anyone find this movie entertaining The producers of this movie were very clever. They made a boring movie but hid it well with the names of good actors and actresses on their cast. People will go to the blockbuster and probably see this movie and think, Woody Harrison ,Kristin Scott Thomas and Willem Dafoe this must be good and rent this movie.(boy are they in for a horrible time) If you like getting ripped off go and rent this movie, some people actually did enjoyed this movie but I like to watch a movie with meaning"
1,,"Ever since the cinema-loving universe made acquaintance with a guy named George A. Romero, the word ""zombie"" automatically gets associated with blood-soaked horror images and non-stop acting sequences. It's safe to say that his ""Night of the Living Dead"" formed the zombie movie as we know it now. Yet, in the earliest years of cinema, the premise of reanimated corpses was merely used in slow, nearly action-less psychological thrillers. Jacques Tourneur's ""I walked with a Zombie"" is a perfect example and so is ""White Zombie"", starring Bela Lugosi. This ""Revolt of the Zombies"" could have been another example but unfortunately it's a failure over the entire line and easily one of the most tedious movies I ever saw. Dreadful acting, a very poorly written screenplay and a complete lack of atmosphere and tension! The film only lasts 65 minutes and yet the first half hour is entirely wasted on stupid love-story intrigues and unexciting monologues. The setting in the legendary Cambodian city of Angkor surely could have resulted in a more compelling story but all we ever see are interior shots. The lead actress (Dorothy Stone, textbook blonde with curly hair and an ugly nose) irritated me enormously and I kept hoping a ravenous undead would suddenly appear out of nowhere to devour her. Unlucky again . If you manage to struggle yourself through 60 soporific minutes, you'll be rewarded with a fairly decent finale. Still, this is far too little to give this film a positive rating, let alone a recommendation. Avoid! This is the type of movie you should only see in case you already saw everything else."
2,,"Hi I have been looking 4 the soundtrack or a song from the film, does anyone know who sung the title song? I think it was called welcome home or coming home. It is played throughout the film and for the end credits please can anyone help either the artist and/or title of song thanks mike this is for all you movie buffs lets see if you know your stuff Hi I have been looking 4 the soundtrack or a song from the film, does anyone know who sung the title song? I think it was called welcome home or coming home. It is played throughout the film and for the end credits please can anyone help either the artist and/or title of song thanks mike this is for all you movie buffs lets see if you know your stuff"
2,,"Jack Frost 2, is probably the most cheesiest movie I have ever seen in my life. The complete title of the film, is Jack Frost 2: Revenge of the Mutant Killer Snowman. Horror movie fans that have a taste for campy story lines, will be delighted to watch this. This film was straight to video, and for good reasons. Here's why: The acting, was so atrocious, and so terrible, that it could cause one to cry. The main character had no personality, and the actor's bad acting made it all worse. The screenplay was, was also atrocious. Each character always says a cheesy line, and add the cheesy lines to the bad choreography, then you have something bad. Second, the story line isn't really all that impressive, but since this movie was straight to video, it is forgiven. The director, and writer could have turned the idea of a killer snowman, into something cool, but they didn't. They story has lots of plot holes in it. In the beginning, a cup of coffee gets knocked into the fish tank, with the melted Jack Frost. Scientists try to restore his life, but they couldn't. Once the cup of coffee fell into the tank, Jack Frost was completely restored. Now he is immune to anti-freeze. In Jack Frost part 1, the main character's DNA got mixed up with the Anti-freeze that was used to kill Jack Frost. Since the main character is allergic to bananas, Jack Frost is too. Hence, here's my point. They say that Sam's DNA combined with Jack Frost's. But, one of the scientists had some saliva on the cup, so when it fell into the tank, the scientists DNA would have been combined with Jack Frosts. Another thing, the special effects weren't very good either. Here's the good points: Jack Frost 2 has lots of blood, that looks pretty realistic. Even though this movie is flawed to hell, it is still entertaining. Overall, Jack Frost 2 is an enjoyable horror movie. The first one was better though. 7 out of 10."
2,,"By the acting in this movie, it is sometimes hard NOT to imagine that the cast are who they portray themselves to be. Unbridled passion and acting at times make this a very enjoyable and engaging movie. Wouldn't even have known about it except for HBO late night. And the biggest reason I like UK films much better than American ones are that the actors aren't afraid to act out what is needed."
2,,"Definitely not only for urban legend aficionados, Campfire Tales is an often scary and always fun ride through several popular stories. It is also a film that exceeded the (low) expectations I had. A horror film I had never heard or read about, a straight-to-video release (granted, the latter often presents us with a pleasant surprise, but with horror films nowadays it can be all or nothing), a cast of mostly unknowns... well, I'll leave the math to you. The film proves to be an entertaining, suspenseful and overall very enjoyable experience. The four stories are well-paced and satisfying. The only one I felt was a little weaker was ""The Locket"", for the simple reason that it offers almost no explanation for its plot or the characters' actions; however, I still loved the tale, its atmosphere and ending. My favorite one was the third story, ""People Can Lick Too"" - the suspense in it is not only palpable, but also educational. I found Campfire Tales to be one of those horror gems one discovers by chance, and then goes on recommending it to everyone. 7/10"
1,,"This series continues to frustrate and annoy. How are they going to drag this out for another year? Each episode offers up more and more questions, whilst providing the answers to very few. To quote another very popular website, I believe that this show has now jumped the shark! Will, I keep watching it? Probably, Will they manage to keep the show on-air till it ends? Probably not... How did two qualified doctors fail to notice that Naomi was still alive? How did 30 plus people not notice a corpse wake up and walk off with a knife still in her back? How did someone have enough strength to create two trails and climb up a tree to ambush Kate? We've now introduced a ghostbuster... Same time next week? yep!"
2,,"Why can't more directors these days create horror movies like ""The Shining""? There's an easy answer to that: modern day directors are not Stanley Kubrick. Kubrick proved once-and-for-all with this movie that he is truly one of the greatest directors and auteurs of all time. So, the plot is fairly simple. A man named Jack Torrance (played brilliantly by Jack Nicholson)and his family move into a large, secluded hotel to watch over it for the off-season. The kicker is that the previous caretaker of the hotel savagely murdered his wife and two girls. What follows can most readily be summed by the title of the movie, but you have to watch it to see what I mean. This is the first movie in a very long time to strike me as ""scary"". It's some seriously messed up stuff, but in a good way. One of the things that adds to the scare factor is the amazing music. Music has been a major part of Kubrick's movies (2001: A Space Oddysey and A Clockwork Orange, just to name a couple) and he definitely doesn't disappoint with this one. The score completely sets the tone and this film would not be the same without it. Finally, I must comment on Nicholson's legendary performance. Jack is terrifyingly convincing as a crazy killer. In fact, just his stare steals a few scenes of this movie. This is top-notch acting that must be seen to believe. There will never be a horror movie that quite matches this one. R.I.P. Stanley."
2,,"Ocean's twelve is probably better than Ocean's eleven. I know most people would disagree, But I actually liked it more. After three years, it was good seeing the gang return. The reason behind the heist is a bit more inspired the second time around. I see why they stole from Benedict(Andy Garcia) in the last film. This film they have a bit more motivation the second time around. Ocean's twelve is more entertaining, and cooler than Ocean's eleven. With a funny cameo by Topher Grace saying ""I just walked in that new Dennis Quaid movie"" and other things. I think Ocean's Twelve is probably the best in the series. The Plot: A year or so after Ocean's Twelve, Terry Benedict(the guy they robbed in the last film) is back and says that if Ocean's eleven doesn't pay him back the money they stole, he's going to call the cops. So Danny Ocean and the gang go to Europe, where Rusty meets his old cop girlfriend Isabelle. After she meets him again, she begins to follow them around. Also, the gang learns that they have an enemy who is also a thief who is a little better than they are. With many funny scenes like when Tess(Julia Roberts) goes to Europe and pretends to be Julia Roberts, Ocean's Twelve is a pretty clever film. It's cooler, funnier, and more entertaining than Ocean's eleven."
1,,"Note: I couldn't force myself to actually write up a constructive review of Prom Night. It just can't be done. Instead, I went through what I thought about while watching the movie. Things that I thought about while watching Prom Night: -I'm so tired of those dreams where these elaborate deaths will take place, only for the main character to wake up right before she bites it. Of course, when I say ""elaborate deaths"", I mean off screen throat slashes or stabs in the stomach. Didn't the whole ""it's just a dream"" thing get ruined by Dallas? Speaking of which, I wonder if a couple stabs in the gut will cause immediate death. -The film is only ten minutes into and I can already count the horror clichés on two hands. Not a good sign. -Even after just meeting the protagonist's boyfriend, I'm convinced he will die. Anybody want to place bets? -The killer in this movie is a teacher that is obsessed with the main character, Donna. (By the way, does anybody think that ""Donna"" is a horrible name for a main character in a horror film?) He spends three years in a maximum security prison before breaking out and finds Donna celebrating her high school prom. While there is no accounting for taste, I seriously wonder who would take all that time to stalk somebody as dull as Donna. -High schools allow proms to take place at hotels and doesn't keep track of the students. Apparently students are perfectly able to buy a hotel room and go in and out as they please. I suppose if this plot point wasn't in place, the movie would be 90 minutes of people being bored out of their mind and randomly biting the dust whenever they go to the bathroom. I suppose the trade-off for their excitement is my utter boredom with everything. I've already played ""count the pieces of chewed bubble gum under the seat"" and ""guess how much money I have in my wallet"" and I'm only in the 20 minute mark. How else will I entertain myself? -Note to self: Don't forget milk and bread on the way home. -Dear screenwriter: You've used up enough false scares to get through this movie and every other horror remake this year. -The 1980 version of this film wasn't that good but compared to this remake it was like Citizen Kane, or at least The Godfather. It had Jamie Lee Curtis in one of her many post-Halloween horror flicks and it did have a little ""twist"" at the end. I miss Jamie Lee. I wish she'd act more. -Apparently at prom there isn't much dancing going on. Instead the girls get in fights with their boyfriends over where they plan to attend college. I hear all these colleges being brought up by name, and I can't help but wonder who these girls have to cheat off of on the entrance exam to get in. -The killer must carry a bag of really effective cleaning supplies and wipes up his mess between scenes. That's the only logical explanation for why he could stab somebody to death on the carpet or in the bathroom and by the time somebody goes up to the hotel room, there is no trace of a struggle. (On another side note: This is a very lazy killer. Michael Myers went hunting after his victims. Just saying.) -It's official: the entire audience in the theater is rooting on the killer. What triggered it? Was it whenever Donna went back up to her hotel room while sirens were going off ordering everybody to exit the building? Was it her constant dreams, and how even after going through something dramatic in said dream she insisted on reenacting her steps to a tee? Or was it Brittany Snow's unconvincing performance? I'll have to say it was all of the above. -Okay, who had ""he dies off screen in the third act""? You win the pot. -Finally, the movie is over. My friend turns to me and says ""Donna wasn't too smart."" That's the understatement of the week. Kind of like saying that a tornado is a small gust of wind, or a week long power outage is a slight inconvenience. -I can't wait to get on Rotten Tomatoes and see if anybody gave this move a favoring review. -I can't recommend this. I refuse to recommend this. This is as lazy of a horror film as any, and the only way to enjoy its cheese smelling plot is if you are under the influence of at least ten beers. And unfortunately for theater patrons, alcohol isn't served. Rating: * out of ****"
1,,"Edwin Porter's 1903 short film entitled ""The Great Train Robbery"" bursts onto the screen with so much excitement and ingenuity that one prepares to be blown away by another pioneering early film. Just like Melies' ""A Trip to the Moon"", critics have hailed this as being the film that introduced the western genre into modern cinema. In my eyes, they were right. It had everything from the planning, the actual heist of the train, the murder of an unwanted civilian, and that looming final scene that makes you realize that these villains mean business  it was all monumental for its time. From here to Eastwood, every western filmmaker has used Porter's image in some form or another to create their own story. One cannot say that this film didn't open the door, but the struggle comes from the story itself. The genre was defined by Porter, but outside of its initial excitement  there really isn't anything to grapple onto. Perhaps I am jaded by the cliché modern westerns and their haphazard messages, but how can something be cliché before being cliché? To me, ""The Great Train Robbery"" seemed forced, untraceable, and unsurprising. Unlike Melies, Porter tells a very linear story. Robbers change the course of a train, rob it, then shoot at random people just to prove they are the true villains, and the final scene ends like any predestined film, without any surprises or glitches, and that looming man with a gun to your proverbial face. It is bland. Porter's film is boring. In the edition I watched, there was an addition of color near to the end to emphasize emotion, which felt cheap and was not encouraging to the filmmaker, or to the viewer. The issue remains that while it is important, Porter's film has been borrowed time and time again, it has in effect become diluted. The story itself does not carry the emotional powerhouse it once has. Unlike Melies early film, I cannot watch this again. I know what has happened, I know there is very little missing from behind the scenes, and that finally it is just what it has set out to be  a simple story leading from point A to point B to point C. This issue is not only my gripe with this film, but also the strongest element to see in such an early film. While it was dull, the fact that it told such a strong narrative  that our characters were characters with motives and drives, was outstanding to see. In an era where nonfiction films seemed mainstream, this broke the mold. Again, not that I am jumping on the prophetic bandwagon about this film  it is an important film  it just isn't a great film. Overall, I was eager to jump into this film to see where the roots of the western genre were planted, but I was equally as happy to leave this film behind. Porter is a talented director, and G.M. Anderson obviously went on to be very successful in the created field, but I just wasn't in awe of the film. I wasn't expecting big budget effects like Melies work, nor was I expecting a duplicate of ""A Trip to the Moon"", but I did want to see the same creativity, exploration, and originality. I felt Porter played it safe, if that can be said with such an early film, but I couldn't feel the excitement as our villains did their evil deeds. I wasn't rooting for anyone, and the final conclusion proved that the kitschy-ness of it had worn off minutes after the film started. It was pioneering, but not monumental. ""The Great Train Robbery"" has lost its space in the time capsule of cinema. Grade: ** out of *****"
2,,"I'm slowly ploughing through as many Hong Kong action films as I can get my hands on and came across this gem - mainly due to Ching Wan Lau who is one of my favourite actors. Its a great action film although not as OTT as the title might suggest. It moves along at a great pace and is truly enjoyable. The biggest surprise of this film was the soundtrack. It would appear that Rob Dougan - the guy who did the 'Clubbed To Death' song which was popular in 'The Matrix' has lifted the soundtrack from Big Bullet and compiled it into one of the tracks on his 'Furious Angels' album; the tune in question is called 'Im not driving anymore' and is also the opening tune for the TV series 'Law and Order' AND the opening track on the 'Matrix Reloaded' DVD menu teaser! That really surprised me, due to the sheer conincidence!"
1,,"This must be one of MGM's and FRANK SINATRAS worst films. An oddball musical comedy that fails in almost every aspect. Silly plot has SINATRA trying to carry on his fathers reputation as a KISSING BANDIT. He's no bandit and doesn't kiss!! He does play the ""nerdy"" character as well as could be expected given the dialog he has to speak. The scene stealer's are J. CARROLL NASH and MILDRED NATWICK. Too bad they didn't have more scenes together. I've given the film two stars because the sets and costumes are superior and one of the songs sung by KATHTREN GRAYSON ""Love is Where You Find It"", is sensational. Could have had a repirse of that one. Also, a comic type dance number by RIDCARDO MANTALBAN, CYD CHARISSE and ANN MILLER if fun. So for those reasons and those reasons only, it is watchable. KISSING BANDIT is part of the Frank Sinatra early years collection."
